201604,美联天骄城,长沙,2500,2500,94平米,芙蓉区-马王堆,113.0364,28.18278,美联天骄城租房(美联天骄城精装两房，小温馨，家电齐全。)
201604,仁和.香堤雅境,长沙,3000,3000,125平米,芙蓉区-芙蓉区政府,113.0357,28.19335,仁和.香堤雅境租房(芙蓉区政府 仁和.香堤雅境 临近地铁口)
201604,钰龙天下佳园,长沙,2500,2500,115平米,岳麓区-金星大道,112.9395,28.252,钰龙天下佳园租房(长郡双语实验中学附近)
201604,香麓丽舍,长沙,1500,1500,50平米,岳麓区-银盆岭,112.9587,28.22847,香麓丽舍租房(银盆岭奥克斯香麓丽舍精装一房 )
201604,世茂.铂翠湾,长沙,2500,2500,100平米,岳麓区-滨江新城,112.9794,28.21348,世茂.铂翠湾租房(银盆岭世茂 居家精装大三房 家电齐全)
201604,钰龙天下佳园,长沙,3400,3400,152平米,岳麓区-金星大道,112.9395,28.252,钰龙天下佳园租房(长郡双语实验中学附近)
201604,钰龙天下佳园,长沙,1800,1800,86平米,岳麓区-金星大道,112.9395,28.252,钰龙天下佳园租房(豪华装修，学区房，自己都想住)
201604,钰龙天下佳园,长沙,2500,2500,101平米,岳麓区-金星大道,112.9395,28.252,钰龙天下佳园租房(长郡双语中学附近)
201604,咸嘉新村.嘉旺苑,长沙,2000,2000,136平米,岳麓区-桐梓坡路,0,0,咸嘉新村.嘉旺苑租房(咸嘉新村.嘉旺苑 环境优雅 交通方便)
201604,润泽园,长沙,1600,1600,55平米,天心区-白沙路,112.9319,28.2198,润泽园租房(润泽园 交通方便 环境优雅 设施齐全)
201604,美林银谷,长沙,2200,2200,116平米,岳麓区-市政府,112.9359,28.2635,美林银谷租房(美林银谷 交通方便 环境优雅 设施齐全)
201604,郡原广场,长沙,3600,3600,147平米,岳麓区-桐梓坡路,112.9359,28.2635,郡原广场租房(郡原广场 交通方便 环境优雅 设施齐全)
201604,丽星景园,长沙,2100,2100,128.8平米,雨花区-赤岗冲,113.0361,28.16341,丽星景园租房(大三房，东塘商圈，适合员工宿舍！)
201604,沁园春御院,长沙,1450,1450,42平米,岳麓区-桐梓坡路,112.936,28.22405,沁园春御院租房(沁园春御院 交通方便 环境优雅 设施齐全)
201604,名都花园,长沙,3300,3300,182平米,雨花区-东塘,113.0092,28.16998,名都花园租房(名都花园，豪华装修，拎包随时入住)
201604,牛角塘社区,长沙,1500,1500,65平米,雨花区-东塘,112.9794,28.21348,牛角塘社区租房(正东塘商圈，免物业费！拎包入住)
