201604,达美D6区,长沙,1300,1300,30.00 ㎡,岳麓西二环与梅溪湖交叉口的西北侧,28.166353815902,112.9368950906,【6图】牌楼路达美D6区 1室1厅30平米 豪华装修 押一付三，长沙岳麓岳麓达美D6区租房 - 长沙赶集网
201604,兰亭都荟,长沙,2200,2200,80.00 ㎡,湘雅附三斜对面 西岸润泽府对面兰亭都...,28.2027066349,112.90869935,【6图】银盆岭湘雅附三【兰亭都荟】精装二房最低价出租 免费看房，长沙岳麓银盆岭兰亭都荟租房 - 长沙赶集网
201604,达美D6区,长沙,1300,1300,46.00 ㎡,岳麓西二环与梅溪湖交叉口的西北侧,28.166353815902,112.9368950906,【5图】汽车西站达美D6区 精装修公寓 配置齐全 稍纵即逝，长沙岳麓岳麓达美D6区租房 - 长沙赶集网
201604,长城水郡,长沙,1600,1600,87.00 ㎡,中意一路1068号,28.094494,113.00892,【8图】长城水郡2房出租，小区环境优雅，有公立的幼儿园，靠近高速路，长沙天心天心区政府长城水郡租房 - 长沙赶集网
201604,金领家族二期,长沙,1200,1200,53.00 ㎡,金领家族，香颂国际，上海城，亚商国际,28.130123129352,113.0130071286,【5图】金领家族经典①房，精装修，家电齐全，价格便宜，随时看房，长沙雨花韶山南路金领家族二期租房 - 长沙赶集网
201604,华盛新外滩,长沙,8000,8000,160.00 ㎡,湘江大道288号,28.217418246758,112.980441444,【8图】【华盛新外滩】无敌江景隧道口拧包入住湘江中路复地崑玉，长沙开福湘江中路华盛新外滩租房 - 长沙赶集网
201604,地华梅溪湖畔,长沙,2200,2200,80.00 ㎡,枫林三路与麓枫路交汇处西北角,28.166353815902,112.9368950906,【6图】汽车西站 阳明山庄【地华梅溪湖畔】豪华2房 只租三天，长沙岳麓汽车西站地华梅溪湖畔租房 - 长沙赶集网
201604,中江佳境天成,长沙,1900,1900,74.00 ㎡,福乐康城  鑫天佳园 尊邸华庭  芒...,28.162742575107,113.0174537870,【6图】【中江佳境天成】 精装两房 家电齐全 拎包入住！！，长沙雨花劳动中路中江佳境天成租房 - 长沙赶集网
201604,格林星城,长沙,2000,2000,103.00 ㎡,金星中路199号,28.216683019177,112.9384977354,【5图】零距离地铁口 麓山名园西湖公园 温馨两房 家电齐全交通便捷，长沙格林星城租房 - 长沙赶集网
201604,东宸19公馆,长沙,2100,2100,45.00 ㎡,开福黄兴北路与湘春路交汇处东南角,28.215245379536,112.9851567395,【6图】东辰19公馆 兴汉门 湘雅医院 省妇幼 拎包入住 江景房，长沙开福湘雅医院东宸19公馆租房 - 长沙赶集网
201604,印染厂宿舍,长沙,1400,1400,70.00 ㎡,韶山北路369号,28.176777764359,113.0050015861,【7图】东塘【印染厂宿舍】拎包入住，楼层合适，家电齐全，采光极好，长沙雨花东塘印染厂宿舍租房 - 长沙赶集网
201604,华悦城,长沙,2200,2200,93.00 ㎡,湘府东路与韶山南路交汇处向东400米,28.116909,113.02971,【6图】红星村华悦城【豪华装修】(房东因为工作调动，自住豪房首次出租，长沙雨花红星村华悦城租房 - 长沙赶集网
201604,东宸19公馆,长沙,1800,1800,45.00 ㎡,开福黄兴北路与湘春路交汇处东南角,28.215245379536,112.9851567395,【5图】东辰19公馆 兴汉门 湘雅医院 省妇幼 拎包入住，长沙开福兴汉门东宸19公馆租房 - 长沙赶集网
201604,中城丽景香山,长沙,1500,1500,40.0 ㎡,体育新城,28.158237,113.03646,【5图】交通便利购物方便陪读好房，长沙雨花体育新城中城丽景香山租房 - 长沙赶集网
201604,生活艺术城,长沙,900,900,45.00 ㎡,芙蓉南路,28.106629057906,112.9952823494,【6图】【生活艺术城】交通生活便利【随时看房】【家电齐全】拎包入住，长沙天心天心区政府生活艺术城租房 - 长沙赶集网
201604,绿地公馆,长沙,1900,1900,88.00 ㎡,天心芙蓉南路与时代阳光大道交汇处(省...,28.110707417524,112.9946526729,【12图】地铁口 绿化小区 精装两房 温馨舒适 拎包入住，长沙天心芙蓉南路绿地公馆租房 - 长沙赶集网
201604,芙蓉公馆,长沙,2100,2100,50.00 ㎡,"芙蓉中路二段,贺龙体育馆对门",28.182554595282,112.9930035280,【7图】贺龙体育馆对面小林子冲{芙蓉公馆}豪装首次出租，长沙天心其他芙蓉公馆租房 - 长沙赶集网
201604,广厦新村华新小区,长沙,1300,1300,95.00 ㎡,书院路新开铺路口,28.1522694158,112.97684615,【7图】金盆岭-广厦新村红十字妇幼旁-两房两厅-交通购物极方便！！，长沙天心金盆岭广厦新村华新小区租房 - 长沙赶集网
201604,湘江世纪城达江苑,长沙,2000,2000,117.00 ㎡,湘江世纪城达江苑长沙市开福区政府西侧,28.270561,112.9846,【9图】精品3房 温馨舒适 交通方便 随时看房 超级好房 先到先得，长沙开福湘江世纪城湘江世纪城达江苑租房 - 长沙赶集网
201604,钱隆学府一期,长沙,2200,2200,105.00 ㎡,天心新开铺路28号（新开铺路与新韶西...,28.138494357599,112.9745995170,【9图】省府商圈，小区安静优雅，内设幼儿园，居家首选！！，长沙天心新开铺钱隆学府一期租房 - 长沙赶集网
201604,湘江世纪城融江苑,长沙,2100,2100,123.00 ㎡,融江苑聚江苑鸿江苑临江苑,28.276013889616,112.9808079527,【8图】超优质枪手房源，温馨大三房，好房不常在，机会不常有哦！，长沙开福湘江世纪城湘江世纪城融江苑租房 - 长沙赶集网
201604,左岸春天,长沙,2300,2300,98.00 ㎡,四方坪麦德龙超市后,28.244654,113.02009,【9图】四方坪左岸春天精装三房，干净舒适，欧式园林建筑，环境棒棒哒！，长沙开福四方坪左岸春天租房 - 长沙赶集网
201604,新城新世界尊邸华庭,长沙,1600,1600,42.00 ㎡,劳动东路,28.162483189,113.02003255,【6图】现代装修风格的单身公寓热租】不靠马路】超安静】，长沙雨花树木岭新城新世界尊邸华庭租房 - 长沙赶集网
