201604,五一芙蓉广场中天广场七彩丽都湘域城邦碧云天,长沙,3300,3300,120,-芙蓉-芙蓉广场,,,【图】五一芙蓉广场【曼哈顿新贵】中天广场 花园居家 全新家具(真实图片 钥匙在手 随时看房 采光极好 干净整洁)-长沙芙蓉芙蓉广场租房-长沙58同城
201604,芙蓉广场 韭菜园 浏城桥 省政府机关二院 定王台,长沙,2500,2500,91,-芙蓉-芙蓉广场,,,【图】【省政府机关二院】芙蓉广场 定王大厦 浏城桥 乔庄(高端机关大院 花园绿色小区 优质房你能错过么)-长沙芙蓉芙蓉广场租房-长沙58同城
201604,碧云天中天广场湘域城邦文艺新村颐美会建行交行宿舍铂宫,长沙,2600,2600,100,-芙蓉-芙蓉广场,,,【图】五一芙蓉广场【正地铁口】【精装大两房】两个超大阳台采光非常棒(家电齐全 拎包入住 随时看房 房子真的很优质)-长沙芙蓉芙蓉广场租房-长沙58同城
201604,城市花园湘域城邦湘域中央维一星城明城国际金烨融府乔庄同发大厦,长沙,2500,2500,108,-芙蓉-窑岭,,,【图】【城市花园】商住两用 全新家具 小区环境幽雅(真实图片 真实房源 随时看房 拎包即可入住)-长沙芙蓉窑岭租房-长沙58同城
201604,五一芙蓉广场 浏城桥 定王台 芙蓉广场 五一大道 文艺新村,长沙,2500,2500,100,-芙蓉-芙蓉广场,,,【图】邻地铁口【精装三房】【文艺新村【唯美小区品质【新富城(全套家电家具、极致阳光、名校驻守，附近配套设施齐)-长沙芙蓉芙蓉广场租房-长沙58同城
201604,芙蓉区 浏城桥 省五所 韭菜园 芙蓉中路 五一大道 解放西路,长沙,2900,2900,85,-芙蓉-五一大道,,,【图】【敞亮干净】大气上档次 错过不再有 五一大道 地铁口(你觉得你能错过如此优质房子么)-长沙芙蓉五一大道租房-长沙58同城
201604,窑岭有色院,长沙,2500,2500,128,-芙蓉-窑岭-窑岭有色院,28.192443404733,113.00459101889,【图】窑岭【有色院】湘雅附二维一星城大剧院红旗区袁家岭城市花园汇富(正规独立三房，全新温馨居家出租 拎包即可入住)-长沙芙蓉窑岭租房-长沙58同城
201604,南园小区,长沙,1900,1900,45,-雨花-雨花亭-南园小区,28.144324,113.002575,【图】雨花亭南园小区 3室2厅45平米 豪华装修 押一付三(【新装房子】房东再次装修首次出租，还在犹豫吗？))-长沙雨花雨花亭租房-长沙58同城
201604,阳光锦城,长沙,2300,2300,66,-雨花-雨花亭-阳光锦城,28.159792,113.004113,"【图】现代风格设计,不主张高档豪华,简单的线条和谐的色调,生活情调(店长主推房 欢迎您的来电))-长沙雨花雨花亭租房-长沙58同城"
201604,三重星都心,长沙,2400,2400,68,-雨花-雨花亭-三重星都心,28.16712,112.997924,"【图】,温馨舒适,家电齐全,钥匙在手,随时看房,拎包入住(本人手上有大量优质的1 2 3 4房，欢迎))-长沙雨花雨花亭租房-长沙58同城"
201604,金地华园,长沙,2250,2250,91,-雨花-雨花亭-金地华园,28.158638,113.004075,"【图】【金地华园】好房子速度抢,随时看房(新环境的诚信房源，要的赶快行动，下手晚了就没了))-长沙雨花雨花亭租房-长沙58同城"
201604,蓝山郡,长沙,1680,1680,99,-星沙-星沙大道-蓝山郡,28.260442,113.094603,【图】星沙大道蓝山郡房东急租拎包入住(星沙大道蓝山郡房东急租拎包入住)-长沙星沙星沙大道租房-长沙58同城
201604,长盛岚庭,长沙,2500,2500,110,-天心-新开铺-长盛岚庭,28.14572,112.987473,"【图】家私价格公道,童叟无欺,全新家私,居家首选(市场如此火爆，你还在犹豫什么)-长沙天心新开铺租房-长沙58同城"
201604,新民小区,长沙,2400,2400,123,-岳麓-新民路-新民小区,28.199878,112.957043,【图】新民路新民小区 3室1厅123平米 简单装修 押一付三(没有多少)-长沙岳麓新民路租房-长沙58同城
201604,水絮塘竹园公寓,长沙,2600,2600,140,-芙蓉-浏城桥,,,【图】浏城桥水絮塘竹园公寓 4室2厅140平米 中等装修 押一付三(房子采光好，温馨舒适干净，出行便利)-长沙芙蓉浏城桥租房-长沙58同城
201604,自由.COM,长沙,2100,2100,70,-雨花-长岭,,,"【图】【自由com】高性价比 好房都是要抢的 交通便利 环境优美(自由.COM,2室,70平米,精装修,南北)-长沙雨花长岭租房-长沙58同城"
201604,雨花区大桥四区,长沙,1600,1600,60,-雨花-高桥,,,【图】雨花区大桥四区 2室1厅1卫 全新装修 全新家电(个人)-长沙雨花高桥租房-长沙58同城
201604,一心花苑,长沙,3500,3500,134,-芙蓉-窑岭,,,"【图】[整租]窑岭 一心花苑 精装修三房黄金地段此小区南北通透户型(一心花苑,3室,134平米,精装修,南北)-长沙芙蓉窑岭租房-长沙58同城"
201604,岳麓山庄,长沙,1800,1800,40,-岳麓-溁湾镇,,,"【图】新民路大2房 物美价廉 上班陪读方便(岳麓山庄,3室,40平米,中等装修,南北)-长沙岳麓溁湾镇租房-长沙58同城"
201604,新民小区,长沙,2000,2000,100,-岳麓-新民路-新民小区,28.199878,112.957043,【图】新民路新民小区 3室2厅100平米 简单装修 押一付三(优质学区房 适合陪读 采光好 附近有超市菜市场银)-长沙岳麓新民路租房-长沙58同城
201604,岳麓山省工商局,长沙,2100,2100,80,-岳麓-溁湾镇,,,"【图】新民路大2房 物美价廉 上班陪读方便(岳麓山省工商局,3室,80平米,中等装修,南北)-长沙岳麓溁湾镇租房-长沙58同城"
201604,岳麓山庄,长沙,2100,2100,100,-岳麓-新民路,,,"【图】新民路大2房 物美价廉 上班陪读方便(岳麓山庄,3室,100平米,中等装修,南北)-长沙岳麓新民路租房-长沙58同城"
201604,雨花区大桥四区,长沙,1800,1800,75,-雨花-高桥,,,【图】雨花区大桥四区 3室1厅1卫 全新装修 全新家电（新房）(个人)-长沙雨花高桥租房-长沙58同城
201604,华侨新村,长沙,2400,2400,133,-岳麓-新民路,,,【图】办公 居家陪读好房 温馨舒适 卧室大 互不干扰(交通方便直达51广场)-长沙岳麓新民路租房-长沙58同城
201604,新民小区,长沙,1600,1600,90,-岳麓-溁湾镇,,,"【图】新民路大2房 交通便利 上班陪读方便(新民小区,2室,90平米,中等装修,南北)-长沙岳麓溁湾镇租房-长沙58同城"
201604,城南郡,长沙,2400,2400,110,-雨花-井湾子,,,"【图】左家塘【城南郡】【温馨精致大三房】家电齐全 拎包入住(城南郡,3室,110平米,精装修,南北)-长沙雨花井湾子租房-长沙58同城"
201604,岳麓山新民路,长沙,2500,2500,120,-岳麓-新民路,,,"【图】新民路大2房 交通便利 上班陪读方便(岳麓山新民路,3室,120平米,中等装修,南北)-长沙岳麓新民路租房-长沙58同城"
201604,新民小区,长沙,1800,1800,80,-岳麓-新民路-新民小区,28.199878,112.957043,【图】新民路新民小区 2室1厅80平米 简单装修 押一付三(请问这样的两房，还需要我给你介绍吗。)-长沙岳麓新民路租房-长沙58同城
201604,湖韵佳苑,长沙,2800,2800,120,-岳麓-溁湾镇-湖韵佳苑,0.0,0.0,【图】性价比高全新家电精装电梯房顶尖装修望月湖((周边麓山国际学校、西湖公园、西湖地铁口、合租、)-长沙岳麓溁湾镇租房-长沙58同城
201604,岳麓山新民小区,长沙,700,700,30,-岳麓-溁湾镇,,,"【图】新民路大2房 物美价廉 上班陪读方便(岳麓山新民小区,1室,30平米,中等装修,南北)-长沙岳麓溁湾镇租房-长沙58同城"
201604,长勘小区-袁家岭地铁站旁,长沙,800,800,80,-芙蓉-文艺路,,,【图】长勘小区-袁家岭地铁站旁2室1厅1卫干净整洁日常开销低(个人)-长沙芙蓉文艺路租房-长沙58同城
201604,岳麓山庄新民路,长沙,2400,2400,90,-岳麓-新民路,,,"【图】新民路大2房 物美价廉 上班陪读方便(岳麓山庄新民路,3室,90平米,中等装修,南北)-长沙岳麓新民路租房-长沙58同城"
201604,岳麓山溁湾镇,长沙,2000,2000,90,-岳麓-新民路,,,"【图】地铁口+关口， 溁湾镇岳麓山旁单位房，平租(岳麓山溁湾镇,2室,90平米,精装修,南北)-长沙岳麓新民路租房-长沙58同城"
201604,石门楼社区,长沙,2100,2100,90,-岳麓-新民路,,,【图】新民路石门楼社区 3室2厅90平米 简单装修 押一付三(黄金地段 优质学区房 交通便利)-长沙岳麓新民路租房-长沙58同城
201604,岳麓山庄,长沙,1600,1600,80,-岳麓-溁湾镇,,,"【图】新民路大2房 物美价廉 上班陪读方便(岳麓山庄,2室,80平米,简单装修,南北)-长沙岳麓溁湾镇租房-长沙58同城"
201604,金烨融府,长沙,3800,3800,100,-芙蓉-韭菜园-金烨融府,28.197826,112.995688,【图】韭菜园金烨融府 2室2厅100平米 精装修 押一付三(真实房源 真实图片 两房待租)-长沙芙蓉韭菜园租房-长沙58同城
