201604,绿地中央广场,长沙,72,72,96,,28.233778,112.959041,【图】银盆岭绿地中央广场 3室2厅2卫 96㎡- 岳麓银盆岭二手房- 长沙58同城
201604,山水庭院,长沙,70,70,133.0,,28.128327,113.027929,"【图】井湾子环保学院旁精装电梯大3房,南北通透纯板楼,拎包即可入住- 雨花井湾子二手房- 长沙58同城"
201604,鑫苑名家,长沙,62,62,106,,,,【图】梅溪湖鑫苑名家 3室2厅2卫 106㎡- 岳麓梅溪湖二手房- 长沙58同城
201604,QQ生活馆,长沙,52,52,107,,28.181991,113.007688,【图】左家塘QQ生活馆 3室2厅1卫 107㎡- 雨花左家塘二手房- 长沙58同城
201604,烟草公司宿舍,长沙,65,65,93,,28.178886,113.007618,【图】左家塘烟草公司宿舍市妇幼对面黄金地段 投资 居家首选- 雨花左家塘二手房- 长沙58同城
201604,凯通国际城,长沙,48.8,48.8,56,,28.19401,113.014717,【图】朝阳路凯通国际城 火车站旁边 坐拥市中心 俯瞰火车站- 芙蓉朝阳路二手房- 长沙58同城
201604,融圣国际,长沙,180,180,225,,28.190168,113.017033,【图】左家塘融圣国际 顶楼复式 火车站旁 高档小区- 雨花左家塘二手房- 长沙58同城
201604,2076至高点,长沙,22,22,30,,28.183713,113.008218,【图】左家塘2076至高 中级人民法院对面 单身公寓投资首选- 雨花左家塘二手房- 长沙58同城
201604,友啊宿舍,长沙,42.8,42.8,79,,28.178625,113.013035,【图】阿弥岭友啊宿舍 鸿铭中心旁 带枫树山小学指标- 雨花阿弥岭二手房- 长沙58同城
201604,QQ生活馆,长沙,52,52,107,,28.181991,113.007688,【图】左家塘QQ生活馆 3室2厅1卫 107㎡- 雨花左家塘二手房- 长沙58同城
201604,QQ生活馆,长沙,52,52,107,,28.181991,113.007688,【图】左家塘QQ生活馆 3室2厅1卫 107㎡- 雨花左家塘二手房- 长沙58同城
201604,锦湘国际星城,长沙,84,84,116,,28.181164,113.036824,【图】【中环】高楼层精装修两房南北通透带枫树山小学锦湘国际- 芙蓉芙蓉区政府二手房- 长沙58同城
201604,湘域熙岸,长沙,143,143,127,,28.192221,113.049965,【图】湘域熙岸正地铁口学区房稀缺大三房楼王栋黄金楼层亏本出售- 芙蓉芙蓉区政府二手房- 长沙58同城
201604,仁和香堤雅境,长沙,90.8,90.8,135,,28.18869,113.044987,【图】中环户型正气性价比高成熟小区带名校指标正地铁口升值空- 芙蓉芙蓉区政府二手房- 长沙58同城
201604,双水湾,长沙,70,70,92,,28.191228,113.050403,【图】【一线江景房】【20万豪装】【稀缺小三房】【只卖毛坯价】- 芙蓉芙蓉区政府二手房- 长沙58同城
201604,世嘉国际华城,长沙,105,105,172,,28.191581,113.042769,【图】资金周转资金周转【特卖价6000单价】纯板房【有钥匙】- 芙蓉芙蓉区政府二手房- 长沙58同城
201604,湘域熙岸,长沙,108,108,126,,28.192221,113.049965,【图】湘域熙岸精装四房+人民东路地铁口+育才二小+浏阳河+可按揭- 芙蓉芙蓉区政府二手房- 长沙58同城
201604,水云间,长沙,298,298,253,,28.190159,113.047186,【图】水云间城 排别墅 拎包入住房 小区唯一一套超性价比急售- 芙蓉芙蓉区政府二手房- 长沙58同城
201604,世嘉国际华城,长沙,115,115,140,,28.191581,113.042769,【图】地铁口~欧式田园风格【内置中央空调·暖气片】【学区房】- 芙蓉芙蓉区政府二手房- 长沙58同城
201604,维一星城,长沙,135,135,135.0,,28.193054,113.003472,【图】窑岭带(育才指标房)维一星城高档小区出价就谈随时看房- 芙蓉窑岭二手房- 长沙58同城
201604,紫金苑,长沙,65,65,72.0,,28.189436,113.000666,【图】窑岭黄金地段四大楼王之一(紫金苑)高档小区低价二房临近湘雅二- 芙蓉窑岭二手房- 长沙58同城
201604,筑梦园,长沙,59,59,120.0,,28.253498,113.070358,【图】恒广国际景园对面筑梦园 赠送入户花园 全新毛坯 诚心出售- 星沙开元路二手房- 长沙58同城
201604,东方新世界,长沙,62,62,85.0,,28.183061,113.0084,【图】绝对好房！精致主推房 超值户型 拎包入住 交通便利地段繁华！- 雨花左家塘二手房- 长沙58同城
201604,鸿铭中心北苑,长沙,130,130,130.0,,28.189699,113.005674,【图】窑岭(鸿铭中心)高档小区居家首选 黄金楼层 免费看房- 岳麓岳麓周边二手房- 长沙58同城
201604,城南郡,长沙,40,40,57.0,,28.181054,113.011409,【图】左家塘(城南郡)绿化小区 居家首选 户型周正 免费看房- 雨花左家塘二手房- 长沙58同城
201604,东友星座,长沙,42,42,46,,,,【图】(出售) 新房砂子塘小学指标 双地铁口 友谊商城之上 东塘商- 雨花东塘二手房- 长沙58同城
201604,富基世纪公园,长沙,48,48,120.0,,0.0,0.0,"家是爱的港湾,爱是生命的填充.好房为家,爱是永恒- 岳麓市政府二手房- 长沙58同城"
201604,富基世纪公园,长沙,45,45,108.0,,0.0,0.0,现房！现房！自带小区内湖 读长郡、享高绿化、自带商业广场- 岳麓市政府二手房- 长沙58同城
201604,天元涉外景园,长沙,61,61,121.0,,0.0,0.0,"稀缺三房准现房,地铁口交通方便,师大附中、岳麓二小学校配套,- 岳麓牌楼路二手房- 长沙58同城"
201604,富基世纪公园,长沙,43,43,108.0,,0.0,0.0,富基世纪公园 环境优美 自带内湖 商业齐全 名校环绕- 岳麓市政府二手房- 长沙58同城
201604,富基世纪公园,长沙,51,51,128.0,,0.0,0.0,高绿化园林小区，天然氧气吧住宅，地铁四号线口，长郡学位房- 岳麓市政府二手房- 长沙58同城
201604,梅溪鑫苑名家,长沙,46,46,90.0,,28.196386,112.872115,住梅溪湖、读雅礼、逛70万方步步高、双地铁口、得房率高！！！- 岳麓梅溪湖二手房- 长沙58同城
201604,橘郡礼顿山橘郡御邦,长沙,105,105,373,,0.0,0.0,"【图】舒适洋房带200平花园,低价急售 ~~~~~- 天心芙蓉南路二手房- 长沙58同城"
201604,富基世纪公园,长沙,36,36,88.0,,0.0,0.0,富基世纪公园 户型周正 采光良好 经典三房 花园小区- 岳麓市政府二手房- 长沙58同城
201604,富基世纪公园,长沙,52,52,128.0,,0.0,0.0,链家新房 富基世纪公园 自带公园内湖 轻轨地铁旁 交通便利- 岳麓市政府二手房- 长沙58同城
201604,天祥水晶湾,长沙,140,140,165.0,,,,链家新房 天祥水晶湾 一线豪宅 观湖毫无遮挡 万科物业- 岳麓梅溪湖二手房- 长沙58同城
201604,富基世纪公园,长沙,44,44,108.0,,0.0,0.0,链家新房 富基世纪公园 自带内湖 公园里的家 环境优美- 岳麓市政府二手房- 长沙58同城
201604,天元涉外景园,长沙,52,52,92.0,,0.0,0.0,链家新房 天元涉外景园 环境优美 名校旁 商业齐全 现房- 岳麓牌楼路二手房- 长沙58同城
201604,澳海澜庭,长沙,31,31,77.0,,0.0,0.0,"lian家新房 澳海澜庭,完美人生,配套完善,宜居的天然氧吧- 岳麓市政府二手房- 长沙58同城"
201604,天祥水晶湾,长沙,120,120,140.0,,,,链家新房 天祥水晶湾 一线湖景房 无缝对接地铁口 万科物业- 岳麓梅溪湖二手房- 长沙58同城
201604,梅溪鑫苑名家,长沙,52,52,52.0,,28.196386,112.872115,读长郡雅礼、逛步步高、享梅溪湖风光、出门双地铁、近省妇幼- 岳麓梅溪湖二手房- 长沙58同城
201604,天元涉外景园,长沙,49,49,94.0,,0.0,0.0,天元涉外景园 地铁名校现房 环境优美 商业齐全均价5千出头- 岳麓牌楼路二手房- 长沙58同城
201604,天祥水晶湾,长沙,126,126,140.0,,,,梅溪湖一线豪宅 看湖效果极佳 万科物业地铁无缝对接- 岳麓梅溪湖二手房- 长沙58同城
201604,天元涉外景园,长沙,48,48,95.0,,0.0,0.0,lian家新房涉外一师范旁、得房率高、环境优美邻梅溪湖- 岳麓牌楼路二手房- 长沙58同城
201604,梅溪峰汇,长沙,46,46,88.0,,,,lian家新房 梅溪峰汇新天地步步高旁 商业医疗地铁名校- 岳麓梅溪湖二手房- 长沙58同城
201604,天祥水晶湾,长沙,137,137,140.0,,,,"梅溪湖正中央一线湖景,万 科的物业,弧形超大景观阳台- 岳麓梅溪湖二手房- 长沙58同城"
201604,中建梅溪湖中心,长沙,77,77,103.0,,0.0,0.0,链jia新房 中建梅溪湖中心 二期3、17号栋开盘在即- 岳麓牌楼路二手房- 长沙58同城
201604,梅溪峰汇,长沙,60,60,115.0,,,,新天地步步高旁 名校环绕 商业齐全 双地铁 5千出头现房- 岳麓梅溪湖二手房- 长沙58同城
201604,天元涉外景园,长沙,62,62,121.0,,0.0,0.0,天元涉外景园 一师范+涉外经济学院旁+交通便利+商业齐全- 岳麓牌楼路二手房- 长沙58同城
201604,今时艺苑,长沙,69,69,115.0,,,,新天地步步高旁 明年9月入读雅礼中学 东方红小随时入读- 岳麓梅溪湖二手房- 长沙58同城
201604,天元涉外景园,长沙,48,48,92.0,,0.0,0.0,"南北通透朝向好,采光佳,交通便利教育一站式,超大赠送空间- 岳麓牌楼路二手房- 长沙58同城"
201604,时代倾城,长沙,56,56,102.0,,28.284594650637,112.93649784799,"好盘推荐 精装现房,配套完善,名校学区,买到即赚到- 岳麓梅溪湖二手房- 长沙58同城"
201604,同升湖橘郡格兰小镇御,长沙,450,450,374.0,,0.0,0.0,同升湖(靠山独栋)视野开阔 全明地下室 送花园1000- 岳麓含浦二手房- 长沙58同城
201604,同升湖橘郡格兰小镇御,长沙,168,168,248.33,,0.0,0.0,同升湖双拼别墅 私密性好 依山傍水养老居家 在适合不过了- 岳麓含浦二手房- 长沙58同城
201604,中建梅溪湖中心,长沙,109,109,140.0,,0.0,0.0,中建梅溪湖中心 房源所剩不多 一线湖景 南北通透双地铁- 岳麓牌楼路二手房- 长沙58同城
201604,达美溪湖湾,长沙,137,137,140.0,,28.194221,112.896409,lian家新房 一线别墅 纯豪华社区 享奢华品质 高端配套- 岳麓梅溪湖二手房- 长沙58同城
201603,澳海澜庭,长沙,33,33,77,,0.0,0.0,"【图】【清盘巨惠,首付一万】市政府澳海澜庭 2室2厅1卫 77㎡- 岳麓市政府二手房- 长沙58同城"
