2015.10,高林仕家,长沙,4756,4800,经济开发区黄兴大道17号（黄兴大道与阳高路交汇处）,113.125394,28.226832,高林仕家_高林仕家开盘信息_2016高林仕家价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.11,高林仕家,长沙,4735,4900,经济开发区黄兴大道17号（黄兴大道与阳高路交汇处）,113.125394,28.226832,高林仕家_高林仕家开盘信息_2016高林仕家价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.12,高林仕家,长沙,4717,4900,经济开发区黄兴大道17号（黄兴大道与阳高路交汇处）,113.125394,28.226832,高林仕家_高林仕家开盘信息_2016高林仕家价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.01,高林仕家,长沙,4610,4900,经济开发区黄兴大道17号（黄兴大道与阳高路交汇处）,113.125394,28.226832,高林仕家_高林仕家开盘信息_2016高林仕家价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.02,高林仕家,长沙,4581,4900,经济开发区黄兴大道17号（黄兴大道与阳高路交汇处）,113.125394,28.226832,高林仕家_高林仕家开盘信息_2016高林仕家价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.03,高林仕家,长沙,4600,4900,经济开发区黄兴大道17号（黄兴大道与阳高路交汇处）,113.125394,28.226832,高林仕家_高林仕家开盘信息_2016高林仕家价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.10,清溪川九号,长沙,7439,7500,雨花区万家丽路与木莲路交汇处（圭塘河西岸）,113.038797,28.137083,清溪川九号_清溪川九号开盘信息_2016清溪川九号价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.11,清溪川九号,长沙,7179,7500,雨花区万家丽路与木莲路交汇处（圭塘河西岸）,113.038797,28.137083,清溪川九号_清溪川九号开盘信息_2016清溪川九号价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.12,清溪川九号,长沙,7263,7500,雨花区万家丽路与木莲路交汇处（圭塘河西岸）,113.038797,28.137083,清溪川九号_清溪川九号开盘信息_2016清溪川九号价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.01,清溪川九号,长沙,7319,7500,雨花区万家丽路与木莲路交汇处（圭塘河西岸）,113.038797,28.137083,清溪川九号_清溪川九号开盘信息_2016清溪川九号价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.02,清溪川九号,长沙,7350,7500,雨花区万家丽路与木莲路交汇处（圭塘河西岸）,113.038797,28.137083,清溪川九号_清溪川九号开盘信息_2016清溪川九号价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.03,清溪川九号,长沙,7289,7500,雨花区万家丽路与木莲路交汇处（圭塘河西岸）,113.038797,28.137083,清溪川九号_清溪川九号开盘信息_2016清溪川九号价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.10,佳兆业君汇上品,长沙,3921,3500,雨花区京港澳高速和绕城高速交汇处东南角（跳马中心小学以北约50米）,113.075498,28.062846,佳兆业君汇上品_佳兆业君汇上品开盘信息_2016佳兆业君汇上品价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.11,佳兆业君汇上品,长沙,3968,3500,雨花区京港澳高速和绕城高速交汇处东南角（跳马中心小学以北约50米）,113.075498,28.062846,佳兆业君汇上品_佳兆业君汇上品开盘信息_2016佳兆业君汇上品价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.12,佳兆业君汇上品,长沙,3957,3500,雨花区京港澳高速和绕城高速交汇处东南角（跳马中心小学以北约50米）,113.075498,28.062846,佳兆业君汇上品_佳兆业君汇上品开盘信息_2016佳兆业君汇上品价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.01,佳兆业君汇上品,长沙,3906,3500,雨花区京港澳高速和绕城高速交汇处东南角（跳马中心小学以北约50米）,113.075498,28.062846,佳兆业君汇上品_佳兆业君汇上品开盘信息_2016佳兆业君汇上品价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.02,佳兆业君汇上品,长沙,3900,3500,雨花区京港澳高速和绕城高速交汇处东南角（跳马中心小学以北约50米）,113.075498,28.062846,佳兆业君汇上品_佳兆业君汇上品开盘信息_2016佳兆业君汇上品价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.03,佳兆业君汇上品,长沙,3895,3500,雨花区京港澳高速和绕城高速交汇处东南角（跳马中心小学以北约50米）,113.075498,28.062846,佳兆业君汇上品_佳兆业君汇上品开盘信息_2016佳兆业君汇上品价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.10,中建麓山和苑,长沙,5023,4100,岳麓象嘴路29号（湖南中医药大学北侧）,112.901648,28.146073,中建麓山和苑_中建麓山和苑开盘信息_2016中建麓山和苑价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.11,中建麓山和苑,长沙,4960,4100,岳麓象嘴路29号（湖南中医药大学北侧）,112.901648,28.146073,中建麓山和苑_中建麓山和苑开盘信息_2016中建麓山和苑价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.12,中建麓山和苑,长沙,5097,4100,岳麓象嘴路29号（湖南中医药大学北侧）,112.901648,28.146073,中建麓山和苑_中建麓山和苑开盘信息_2016中建麓山和苑价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.01,中建麓山和苑,长沙,5117,4100,岳麓象嘴路29号（湖南中医药大学北侧）,112.901648,28.146073,中建麓山和苑_中建麓山和苑开盘信息_2016中建麓山和苑价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.02,中建麓山和苑,长沙,5209,4100,岳麓象嘴路29号（湖南中医药大学北侧）,112.901648,28.146073,中建麓山和苑_中建麓山和苑开盘信息_2016中建麓山和苑价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.03,中建麓山和苑,长沙,5272,4100,岳麓象嘴路29号（湖南中医药大学北侧）,112.901648,28.146073,中建麓山和苑_中建麓山和苑开盘信息_2016中建麓山和苑价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.10,蓝山郡三期,长沙,0,5500,星沙大道198号,113.092811,28.259307,蓝山郡三期_蓝山郡三期开盘信息_2016蓝山郡三期价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.11,蓝山郡三期,长沙,0,5600,星沙大道198号,113.092811,28.259307,蓝山郡三期_蓝山郡三期开盘信息_2016蓝山郡三期价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.12,蓝山郡三期,长沙,0,5600,星沙大道198号,113.092811,28.259307,蓝山郡三期_蓝山郡三期开盘信息_2016蓝山郡三期价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.01,蓝山郡三期,长沙,0,5600,星沙大道198号,113.092811,28.259307,蓝山郡三期_蓝山郡三期开盘信息_2016蓝山郡三期价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.02,蓝山郡三期,长沙,0,5600,星沙大道198号,113.092811,28.259307,蓝山郡三期_蓝山郡三期开盘信息_2016蓝山郡三期价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.03,蓝山郡三期,长沙,0,5600,星沙大道198号,113.092811,28.259307,蓝山郡三期_蓝山郡三期开盘信息_2016蓝山郡三期价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.10,万科里金域滨江,长沙,0,8700,岳麓区潇湘北路与含光路交汇处东南角（施家港水上公园北侧）,112.96853,28.24136,万科里金域滨江_万科里金域滨江开盘信息_2016万科里金域滨江价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.11,万科里金域滨江,长沙,0,8600,岳麓区潇湘北路与含光路交汇处东南角（施家港水上公园北侧）,112.96853,28.24136,万科里金域滨江_万科里金域滨江开盘信息_2016万科里金域滨江价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.12,万科里金域滨江,长沙,0,8600,岳麓区潇湘北路与含光路交汇处东南角（施家港水上公园北侧）,112.96853,28.24136,万科里金域滨江_万科里金域滨江开盘信息_2016万科里金域滨江价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.01,万科里金域滨江,长沙,0,8600,岳麓区潇湘北路与含光路交汇处东南角（施家港水上公园北侧）,112.96853,28.24136,万科里金域滨江_万科里金域滨江开盘信息_2016万科里金域滨江价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.02,万科里金域滨江,长沙,0,8600,岳麓区潇湘北路与含光路交汇处东南角（施家港水上公园北侧）,112.96853,28.24136,万科里金域滨江_万科里金域滨江开盘信息_2016万科里金域滨江价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.03,万科里金域滨江,长沙,0,8600,岳麓区潇湘北路与含光路交汇处东南角（施家港水上公园北侧）,112.96853,28.24136,万科里金域滨江_万科里金域滨江开盘信息_2016万科里金域滨江价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.10,长房半岛蓝湾,长沙,5241,5800,雨花区湘府东路与万家丽路交汇东行600米,113.047183,28.1218,长房半岛蓝湾_长房半岛蓝湾开盘信息_2016长房半岛蓝湾价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.11,长房半岛蓝湾,长沙,5274,5800,雨花区湘府东路与万家丽路交汇东行600米,113.047183,28.1218,长房半岛蓝湾_长房半岛蓝湾开盘信息_2016长房半岛蓝湾价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.12,长房半岛蓝湾,长沙,5196,5700,雨花区湘府东路与万家丽路交汇东行600米,113.047183,28.1218,长房半岛蓝湾_长房半岛蓝湾开盘信息_2016长房半岛蓝湾价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.01,长房半岛蓝湾,长沙,5196,5700,雨花区湘府东路与万家丽路交汇东行600米,113.047183,28.1218,长房半岛蓝湾_长房半岛蓝湾开盘信息_2016长房半岛蓝湾价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.02,长房半岛蓝湾,长沙,5194,5700,雨花区湘府东路与万家丽路交汇东行600米,113.047183,28.1218,长房半岛蓝湾_长房半岛蓝湾开盘信息_2016长房半岛蓝湾价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2016.03,长房半岛蓝湾,长沙,5195,5700,雨花区湘府东路与万家丽路交汇东行600米,113.047183,28.1218,长房半岛蓝湾_长房半岛蓝湾开盘信息_2016长房半岛蓝湾价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.10,华润橡树湾三期,长沙,0,0,岳麓含浦大道和联丰路交汇处东南角（洋湖垸北岸）,112.921765,28.13862,华润橡树湾三期_华润橡树湾三期开盘信息_2016华润橡树湾三期价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
2015.11,华润橡树湾三期,长沙,0,5500,岳麓含浦大道和联丰路交汇处东南角（洋湖垸北岸）,112.921765,28.13862,华润橡树湾三期_华润橡树湾三期开盘信息_2016华润橡树湾三期价格_户型图_相册_周边配套_楼盘点评-链家网长沙站
